scholarship_name,provider,field,state,Gender,Community,Religion,Education Qualification,Income,Annual-Percentage,amount,deadline,apply_link,eligible
BPL Student Aid 4471,District Collector Office,Arts/Commerce,Telangana,All,SC,Sikh,PhD,Upto 2.5L,90-100,"Rs 1,000/year",9/29,https://scholarships.gov.in,1
BPL Student Aid 4472,District Collector Office,Biotechnology,Maharashtra,Male,ST,All,Undergraduate,Upto 3.5L,Above 75,"Rs 8,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 4473,Trust Fund,Computer Science,Jammu & Kashmir,All,General,Sikh,Class 10,Upto 8L,70-80,"Rs 3,000/year",12/28,https://scholarships.gov.in,1
District Topper Scholarship 4474,NGO Foundation,Arts/Commerce,Andhra Pradesh,Female,EWS,Sikh,Diploma,Upto 8L,80-90,"Rs 10,000/year",9/31,https://scholarships.gov.in,1
District Topper Scholarship 4475,Zilla Parishad,Computer Science,Uttar Pradesh,Male,General,All,Postgraduate,Upto 2.5L,90-100,"Rs 75,000/year",11/31,https://scholarships.gov.in,1
District Topper Scholarship 4476,District Collector Office,Education,Haryana,Female,OBC,Sikh,Postgraduate,Upto 2.5L,80-90,"Rs 75,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 4477,State Education Board,Management,Uttar Pradesh,All,All,Muslim,Class 10,Upto 3.5L,Above 60,"Rs 8,000/year",9/30,https://scholarships.gov.in,1
BPL Student Aid 4478,NGO Foundation,Engineering,Jharkhand,Male,All,Buddhist,Undergraduate,Upto 3.5L,70-80,"Rs 25,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 4479,NGO Foundation,All,Assam,Male,SC,Hindu,Undergraduate,No Limit,Above 75,"Rs 50,000/year",10/30,https://scholarships.gov.in,1
Rural Student Scholarship 4480,State Education Board,Management,Assam,Male,All,Christian,Undergraduate,Upto 8L,70-80,"Rs 6,000/year",9/30,https://scholarships.gov.in,1
Backward Class Merit Award 4481,Trust Fund,Education,Nagaland,Male,SC,Buddhist,Class 12,Upto 1L,50-60,"Rs 2,500/year",9/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 4482,Zilla Parishad,Science,Uttar Pradesh,Male,EWS,Christian,Class 12,Upto 5L,50-60,"Rs 5,000/year",10/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4483,State Education Board,Education,Rajasthan,Female,OBC,All,Class 10,Upto 5L,Above 60,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4484,Zilla Parishad,Biotechnology,Bihar,Female,ST,All,Undergraduate,Upto 2.5L,90-100,"Rs 2,500/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 4485,Trust Fund,Journalism,Chhattisgarh,Female,General,Jain,PhD,Upto 5L,80-90,"Rs 15,000/year",11/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 4486,District Collector Office,Law,Uttarakhand,Female,All,Jain,Undergraduate,Upto 1L,Above 60,"Rs 30,000/year",12/29,https://scholarships.gov.in,1
Backward Class Merit Award 4487,Zilla Parishad,Arts/Commerce,Telangana,All,ST,Buddhist,Postgraduate,Upto 3.5L,60-70,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
First Generation Learner Award 4488,District Collector Office,Design,Odisha,Female,ST,Hindu,Undergraduate,Upto 8L,Above 60,"Rs 60,000/year",11/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 4489,Trust Fund,Journalism,Meghalaya,All,SC,Buddhist,PhD,No Limit,Above 60,"Rs 6,000/year",12/31,https://scholarships.gov.in,1
Women in STEM Scholarship 4490,State Education Board,Arts/Commerce,Karnataka,Male,OBC,Hindu,Postgraduate,Upto 3.5L,80-90,"Rs 35,000/year",9/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4491,District Collector Office,Architecture,Maharashtra,All,ST,Jain,Diploma,No Limit,70-80,"Rs 8,000/year",10/29,https://scholarships.gov.in,1
Backward Class Merit Award 4492,Trust Fund,Biotechnology,Kerala,Male,ST,Christian,Class 12,Upto 1L,90-100,"Rs 1,500/year",10/28,https://scholarships.gov.in,1
Backward Class Merit Award 4493,District Collector Office,Journalism,Manipur,Female,All,Hindu,Diploma,Upto 8L,Above 60,"Rs 40,000/year",11/28,https://scholarships.gov.in,1
BPL Student Aid 4494,District Collector Office,All,Jharkhand,Female,ST,Buddhist,Diploma,Upto 5L,Above 75,"Rs 60,000/year",12/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 4495,NGO Foundation,Design,Telangana,Female,ST,Buddhist,Class 12,Upto 2.5L,60-70,"Rs 3,000/year",9/31,https://scholarships.gov.in,1
District Topper Scholarship 4496,Zilla Parishad,Medical,Goa,Male,SC,Hindu,Diploma,Upto 2.5L,70-80,"Rs 5,000/year",9/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4497,NGO Foundation,Design,Himachal Pradesh,Male,General,Jain,Class 10,Upto 5L,50-60,"Rs 3,000/year",12/28,https://scholarships.gov.in,1
Women in STEM Scholarship 4498,Zilla Parishad,Computer Science,Delhi,Female,All,Muslim,Postgraduate,Upto 3.5L,80-90,"Rs 5,000/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 4499,State Education Board,Engineering,Manipur,Female,OBC,Muslim,Postgraduate,Upto 3.5L,Above 75,"Rs 15,000/year",12/31,https://scholarships.gov.in,1
Academic Excellence Grant 4500,NGO Foundation,Engineering,Tamil Nadu,All,All,All,PhD,Upto 3.5L,Above 60,"Rs 30,000/year",9/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4501,Trust Fund,Science,Tamil Nadu,Male,OBC,All,PhD,Upto 3.5L,50-60,"Rs 75,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4502,NGO Foundation,Law,Kerala,Female,Minority,Buddhist,PhD,Upto 8L,Above 75,"Rs 50,000/year",12/30,https://scholarships.gov.in,1
BPL Student Aid 4503,Trust Fund,Agriculture,Tamil Nadu,Female,ST,Jain,Undergraduate,Upto 1L,50-60,"Rs 30,000/year",9/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 4504,Zilla Parishad,Management,Assam,Female,SC,All,Class 10,Upto 8L,Above 60,"Rs 60,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 4505,State Education Board,Law,Sikkim,All,Minority,Sikh,Class 10,Upto 5L,60-70,"Rs 75,000/year",11/28,https://scholarships.gov.in,1
Backward Class Merit Award 4506,Trust Fund,Science,Gujarat,Male,All,Muslim,Diploma,Upto 3.5L,90-100,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
Backward Class Merit Award 4507,NGO Foundation,All,Telangana,All,SC,Jain,Postgraduate,No Limit,80-90,"Rs 18,000/year",12/29,https://scholarships.gov.in,1
Rural Student Scholarship 4508,District Collector Office,Law,Andhra Pradesh,All,OBC,All,Diploma,No Limit,70-80,"Rs 60,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 4509,Zilla Parishad,Law,Sikkim,Female,Minority,All,Undergraduate,Upto 5L,Above 75,"Rs 6,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 4510,Zilla Parishad,Computer Science,Jammu & Kashmir,Male,EWS,Hindu,Class 12,Upto 2.5L,50-60,"Rs 8,000/year",11/29,https://scholarships.gov.in,1
First Generation Learner Award 4511,Zilla Parishad,Science,Rajasthan,Male,General,All,Undergraduate,Upto 5L,90-100,"Rs 25,000/year",11/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4512,District Collector Office,Arts/Commerce,Uttar Pradesh,Male,General,Buddhist,PhD,Upto 1L,70-80,"Rs 5,000/year",11/30,https://scholarships.gov.in,1
First Generation Learner Award 4513,District Collector Office,Computer Science,Mizoram,All,All,Muslim,PhD,Upto 1L,70-80,"Rs 12,000/year",11/31,https://scholarships.gov.in,1
Academic Excellence Grant 4514,District Collector Office,Biotechnology,Gujarat,Male,All,All,Class 12,Upto 1L,50-60,"Rs 35,000/year",12/29,https://scholarships.gov.in,1
District Topper Scholarship 4515,NGO Foundation,Law,Kerala,Female,Minority,Hindu,Undergraduate,No Limit,60-70,"Rs 8,000/year",11/29,https://scholarships.gov.in,1
District Topper Scholarship 4516,Zilla Parishad,Law,Andhra Pradesh,Male,EWS,Sikh,PhD,No Limit,90-100,"Rs 12,000/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 4517,Zilla Parishad,Biotechnology,Uttar Pradesh,Female,EWS,Jain,Diploma,Upto 3.5L,90-100,"Rs 5,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 4518,Zilla Parishad,Management,Rajasthan,Female,EWS,All,PhD,No Limit,80-90,"Rs 2,500/year",12/28,https://scholarships.gov.in,1
First Generation Learner Award 4519,Zilla Parishad,Architecture,Delhi,Male,Minority,Buddhist,Class 10,No Limit,Above 60,"Rs 2,500/year",11/31,https://scholarships.gov.in,1
Rural Student Scholarship 4520,NGO Foundation,All,Madhya Pradesh,Male,Minority,Jain,Diploma,Upto 1L,Above 75,"Rs 5,000/year",9/30,https://scholarships.gov.in,1
District Topper Scholarship 4521,Zilla Parishad,Engineering,Nagaland,All,Minority,All,Class 10,Upto 8L,Above 60,"Rs 12,000/year",11/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 4522,NGO Foundation,Design,Karnataka,Female,EWS,All,Class 10,Upto 1L,70-80,"Rs 35,000/year",11/31,https://scholarships.gov.in,1
Academic Excellence Grant 4523,District Collector Office,Education,Tamil Nadu,All,ST,Buddhist,Class 10,Upto 8L,50-60,"Rs 6,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 4524,NGO Foundation,Arts/Commerce,Goa,Male,Minority,Hindu,Class 10,Upto 2.5L,90-100,"Rs 35,000/year",10/29,https://scholarships.gov.in,1
Academic Excellence Grant 4525,NGO Foundation,Education,Madhya Pradesh,Male,OBC,Christian,Class 10,Upto 2.5L,80-90,"Rs 1,500/year",10/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 4526,District Collector Office,Arts/Commerce,Mizoram,Male,SC,All,Diploma,Upto 2.5L,90-100,"Rs 50,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 4527,Zilla Parishad,Architecture,Uttar Pradesh,Female,SC,All,Postgraduate,Upto 8L,60-70,"Rs 5,000/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 4528,State Education Board,Science,Assam,All,OBC,Muslim,Undergraduate,Upto 3.5L,70-80,"Rs 15,000/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 4529,NGO Foundation,Architecture,West Bengal,All,EWS,Buddhist,Class 12,Upto 1L,80-90,"Rs 35,000/year",11/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4530,Trust Fund,Management,West Bengal,Male,SC,Sikh,Class 10,Upto 1L,50-60,"Rs 1,500/year",12/29,https://scholarships.gov.in,1
Women in STEM Scholarship 4531,State Education Board,Medical,Andhra Pradesh,Male,ST,Jain,Postgraduate,Upto 2.5L,90-100,"Rs 20,000/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 4532,State Education Board,Architecture,Tripura,All,EWS,Hindu,PhD,No Limit,80-90,"Rs 35,000/year",10/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4533,Zilla Parishad,Engineering,Jharkhand,Male,ST,Christian,Diploma,Upto 2.5L,60-70,"Rs 10,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 4534,Zilla Parishad,Science,Gujarat,Male,General,Jain,Class 12,Upto 1L,Above 60,"Rs 40,000/year",9/30,https://scholarships.gov.in,1
Rural Student Scholarship 4535,Trust Fund,Medical,Madhya Pradesh,Male,General,Buddhist,Class 12,Upto 2.5L,50-60,"Rs 18,000/year",11/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4536,Zilla Parishad,Design,Haryana,Female,ST,Muslim,PhD,Upto 2.5L,90-100,"Rs 1,500/year",12/29,https://scholarships.gov.in,1
Rural Student Scholarship 4537,District Collector Office,Management,Punjab,Female,Minority,Hindu,Diploma,Upto 8L,Above 75,"Rs 6,000/year",11/30,https://scholarships.gov.in,1
Women in STEM Scholarship 4538,NGO Foundation,Arts/Commerce,Uttarakhand,All,General,Sikh,PhD,Upto 8L,60-70,"Rs 20,000/year",10/28,https://scholarships.gov.in,1
District Topper Scholarship 4539,District Collector Office,All,Assam,All,ST,Hindu,Diploma,Upto 1L,90-100,"Rs 1,500/year",12/29,https://scholarships.gov.in,1
Academic Excellence Grant 4540,Trust Fund,All,Assam,Female,EWS,Buddhist,Undergraduate,Upto 8L,Above 75,"Rs 20,000/year",12/28,https://scholarships.gov.in,1
Women in STEM Scholarship 4541,Zilla Parishad,Science,Uttarakhand,Male,All,Buddhist,Diploma,Upto 1L,60-70,"Rs 12,000/year",9/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4542,NGO Foundation,Design,Karnataka,All,EWS,Christian,Class 10,Upto 2.5L,90-100,"Rs 2,500/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4543,State Education Board,Journalism,Himachal Pradesh,Male,SC,All,Diploma,Upto 1L,Above 75,"Rs 60,000/year",12/28,https://scholarships.gov.in,1
District Topper Scholarship 4544,Zilla Parishad,All,Odisha,All,General,Jain,PhD,Upto 3.5L,Above 75,"Rs 20,000/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 4545,District Collector Office,Arts/Commerce,Gujarat,All,SC,All,PhD,Upto 8L,Above 75,"Rs 20,000/year",9/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4546,Zilla Parishad,Science,Telangana,All,SC,All,Diploma,Upto 5L,70-80,"Rs 60,000/year",10/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 4547,District Collector Office,Design,Gujarat,Male,OBC,Buddhist,Diploma,Upto 8L,70-80,"Rs 12,000/year",12/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4548,Trust Fund,Computer Science,West Bengal,Female,OBC,Christian,Postgraduate,Upto 2.5L,70-80,"Rs 8,000/year",9/28,https://scholarships.gov.in,1
First Generation Learner Award 4549,Trust Fund,All,Nagaland,Female,EWS,Hindu,Undergraduate,Upto 8L,60-70,"Rs 12,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 4550,District Collector Office,Education,Punjab,Female,All,Jain,Postgraduate,Upto 8L,80-90,"Rs 12,000/year",11/29,https://scholarships.gov.in,1
Best Student Award Scholarship 4551,Trust Fund,Engineering,Punjab,All,ST,Hindu,Class 12,Upto 1L,60-70,"Rs 8,000/year",11/29,https://scholarships.gov.in,1
BPL Student Aid 4552,District Collector Office,Management,Jammu & Kashmir,Male,General,Christian,Undergraduate,Upto 1L,80-90,"Rs 1,500/year",11/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 4553,District Collector Office,Arts/Commerce,Tripura,Male,ST,Buddhist,Class 12,No Limit,70-80,"Rs 6,000/year",10/30,https://scholarships.gov.in,1
BPL Student Aid 4554,Zilla Parishad,Science,Sikkim,All,EWS,Christian,Undergraduate,Upto 3.5L,50-60,"Rs 15,000/year",10/28,https://scholarships.gov.in,1
Best Student Award Scholarship 4555,State Education Board,Engineering,Punjab,Male,All,Sikh,Class 10,Upto 8L,90-100,"Rs 10,000/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4556,District Collector Office,Medical,Telangana,Male,Minority,Muslim,Class 10,Upto 1L,70-80,"Rs 5,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 4557,State Education Board,Agriculture,Telangana,Male,OBC,Hindu,Undergraduate,No Limit,50-60,"Rs 15,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 4558,State Education Board,Design,Kerala,Female,General,Jain,Undergraduate,Upto 3.5L,70-80,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4559,Zilla Parishad,Science,Karnataka,Male,General,Sikh,Class 10,Upto 2.5L,60-70,"Rs 1,000/year",11/31,https://scholarships.gov.in,1
Backward Class Merit Award 4560,Zilla Parishad,Medical,West Bengal,Female,EWS,Hindu,Postgraduate,Upto 1L,Above 75,"Rs 60,000/year",10/30,https://scholarships.gov.in,1
Backward Class Merit Award 4561,NGO Foundation,Law,Delhi,All,SC,Buddhist,Postgraduate,Upto 3.5L,Above 75,"Rs 75,000/year",12/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4562,NGO Foundation,Pharmacy,Delhi,Male,All,Jain,PhD,Upto 3.5L,60-70,"Rs 75,000/year",9/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4563,Zilla Parishad,Computer Science,Madhya Pradesh,Male,EWS,Hindu,Diploma,Upto 1L,Above 75,"Rs 12,000/year",12/28,https://scholarships.gov.in,1
District Topper Scholarship 4564,Trust Fund,Engineering,Delhi,Male,OBC,Sikh,Class 10,Upto 8L,90-100,"Rs 2,000/year",11/31,https://scholarships.gov.in,1
Academic Excellence Grant 4565,District Collector Office,Biotechnology,Assam,Male,General,Hindu,PhD,Upto 1L,80-90,"Rs 1,500/year",10/28,https://scholarships.gov.in,1
Academic Excellence Grant 4566,Trust Fund,Medical,Bihar,Female,OBC,Jain,Undergraduate,Upto 8L,70-80,"Rs 60,000/year",9/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4567,State Education Board,Law,Karnataka,Female,All,Hindu,Undergraduate,Upto 2.5L,50-60,"Rs 30,000/year",12/28,https://scholarships.gov.in,1
BPL Student Aid 4568,State Education Board,Journalism,Uttar Pradesh,Male,EWS,Sikh,Undergraduate,Upto 2.5L,90-100,"Rs 75,000/year",10/28,https://scholarships.gov.in,1
Rural Student Scholarship 4569,Trust Fund,Pharmacy,Uttar Pradesh,Male,EWS,All,Postgraduate,Upto 3.5L,80-90,"Rs 5,000/year",9/31,https://scholarships.gov.in,1
Rural Student Scholarship 4570,Zilla Parishad,All,Arunachal Pradesh,All,All,Hindu,Undergraduate,Upto 3.5L,80-90,"Rs 50,000/year",9/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4571,State Education Board,Management,Mizoram,Male,OBC,Muslim,Class 12,Upto 8L,Above 60,"Rs 25,000/year",10/31,https://scholarships.gov.in,1
District Topper Scholarship 4572,Trust Fund,Biotechnology,Odisha,Male,ST,All,Diploma,Upto 3.5L,70-80,"Rs 3,000/year",11/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4573,District Collector Office,Law,Punjab,Female,EWS,Christian,Diploma,Upto 1L,80-90,"Rs 30,000/year",12/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4574,Trust Fund,Medical,Chhattisgarh,Male,SC,Jain,Diploma,No Limit,Above 75,"Rs 50,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 4575,Trust Fund,Pharmacy,Uttarakhand,Female,General,All,Diploma,Upto 2.5L,Above 60,"Rs 15,000/year",10/28,https://scholarships.gov.in,1
Rural Student Scholarship 4576,NGO Foundation,Pharmacy,Bihar,Female,All,All,Undergraduate,Upto 3.5L,Above 60,"Rs 1,000/year",12/28,https://scholarships.gov.in,1
BPL Student Aid 4577,District Collector Office,Journalism,Maharashtra,All,OBC,Buddhist,Diploma,Upto 3.5L,60-70,"Rs 2,000/year",10/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 4578,NGO Foundation,Pharmacy,Odisha,Female,General,Buddhist,Postgraduate,Upto 5L,90-100,"Rs 30,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 4579,State Education Board,Journalism,Jammu & Kashmir,Male,EWS,Buddhist,Diploma,Upto 8L,90-100,"Rs 8,000/year",11/29,https://scholarships.gov.in,1
Backward Class Merit Award 4580,State Education Board,Arts/Commerce,Gujarat,Female,Minority,Christian,Class 12,Upto 8L,Above 60,"Rs 8,000/year",11/30,https://scholarships.gov.in,1
Best Student Award Scholarship 4581,Trust Fund,Medical,Gujarat,Male,EWS,Sikh,Diploma,Upto 8L,60-70,"Rs 30,000/year",9/28,https://scholarships.gov.in,1
BPL Student Aid 4582,Trust Fund,Medical,Haryana,Female,SC,All,Class 10,Upto 5L,Above 75,"Rs 8,000/year",12/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 4583,Zilla Parishad,Science,Himachal Pradesh,Male,Minority,Sikh,Class 12,Upto 5L,90-100,"Rs 18,000/year",11/31,https://scholarships.gov.in,1
Best Student Award Scholarship 4584,State Education Board,Architecture,Maharashtra,Female,EWS,Sikh,PhD,No Limit,Above 60,"Rs 1,500/year",11/28,https://scholarships.gov.in,1
Academic Excellence Grant 4585,NGO Foundation,Law,Delhi,All,General,Christian,Undergraduate,Upto 5L,Above 75,"Rs 50,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 4586,NGO Foundation,Biotechnology,Nagaland,Male,General,All,Postgraduate,Upto 3.5L,Above 75,"Rs 15,000/year",11/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 4587,State Education Board,Design,West Bengal,All,General,All,Diploma,Upto 5L,Above 60,"Rs 2,500/year",10/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 4588,State Education Board,Arts/Commerce,Madhya Pradesh,Female,Minority,Buddhist,Undergraduate,Upto 2.5L,60-70,"Rs 20,000/year",9/30,https://scholarships.gov.in,1
