college_name,state,stream,ug_fee,pg_fee,rating,academic_score,placement_score,source,city,college_type
Bs Patel Polytechnic,Gujarat,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Automobile Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Information Technology, Diploma in Mechatronics Engineering",142000,,,,,engineering_india,Mehsana,Private
Swami Sachchidanand Polytechnic College,Gujarat,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical Engineering, Diploma in Civil Engineering II Shift, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering II Shift",123000,,,,,engineering_india,Visnagar,Private
Excel Institute Of Diploma Studies,Gujarat,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Civil Engineering II Shift, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering II Shift, Diploma in Automobile Engineering, Diploma in Electrical Engineering",126000,,,,,engineering_india,Ahmedabad,Private
Kle Society'S Chidanand B Kore Polytechnic,Karnataka,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Automobile Engineering, Diploma in Computer Science and Engineering, Diploma in Electronics and Communication Engineering, Diploma in Information Science and Technology, Diploma in Instrumentation and Control, Diploma in Machine Tools Technology, Diploma in Mechatronics Engineering, Diploma in Architecture, Diploma in Electrical and Electronics Engineering",32250,,,,,engineering_india,Chikodi,Private
Malik Sandal Polytechnic,Karnataka,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Apparel Design and Fabrication Technology, Diploma in Computer Science and Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Fashion Technology, Diploma in Mechatronics",32250,,,,,engineering_india,Vijayapura,Private
Farooqia Women'S Polytechnic,Karnataka,"Diploma in Apparel Design and Fabrication Technology, Diploma in Computer Science Engineering, Diploma in Electronics and Communication Engineering",32250,,,,,engineering_india,Mysuru,Private
Indira Shiva Rao Polytechnic,Karnataka,"Diploma in Apparel Design and Fabrication Technology, Diploma in Computer Science and Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",32250,,,,,engineering_india,Udupi,Private
Merit Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",90000,,,,,engineering_india,Edaikal,Private
Al Ameen Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Automobile Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering",130666.6667,,,,,engineering_india,Nanjaiuthukuli,Private
Sri Nandhanam Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Electronics and Communication Engineering",65100,,,,,engineering_india,Tirupattur,Private
Raasi Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",90000,,,,,engineering_india,Rasipuram,Private
Thirumalai Madhanur Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering Tool and Die",60000,,,,,engineering_india,Thirumalaikuppam,Private
Meenakshi Ammal Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Information Technology",90000,,,,,engineering_india,Kancheepuram,Private
Jeya Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering",72000,,,,,engineering_india,Kadodipannai,Private
Omm Muruga Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering",73000,,,,,engineering_india,Namangunam,Private
Maharani Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",19500,,,,,engineering_india,Dharapuram,Private
Kvcm Nri Polytechnic College,Telangana,"Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",46000,,,,,engineering_india,Duddepudi,Private
Ms Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering",75000,,,,,engineering_india,Pannankulam,Private
Musiri Institute Of Technology Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Civil Engineering, Diploma in Electronics and Communication Engineering",90000,,,,,engineering_india,M.Pudupatti East,Private
Kar Polytechnic College,Tamil Nadu,"Diploma in Automobile Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Leather Technology, Diploma in Mechanical Engineering",90000,,,,,engineering_india,Ambur,Private
Arulmigu Kalasalingam Polytechnic College,Tamil Nadu,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Information Technology",19500,,,,,engineering_india,Pillaiyarnatham,Private
V Ramakrishna Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering",90000,,,,,engineering_india,Chennai,Private
Sri Ramana Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering",90000,,,,,engineering_india,Tirunelveli,Private
Latha Mathavan Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Science and Engineering",90000,,,,,engineering_india,Madurai,Private
Seikalathur Kamatchi Amman Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Computer Engineering, Diploma in Electrical and Communication Engineering",65100,,,,,engineering_india,Seikalathur,Private
Sri Andal Nachiyar Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Petrochemical Engineering, Diploma in Civil Engineering",65100,,,,,engineering_india,Ettaiyapuram,Private
Annai College Of Polytechnic,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering",34800,,,,,engineering_india,Kovilacheri,Private
Sri Annamalai Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",90000,,,,,engineering_india,Padur,Private
Sita Rajaram Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering",65100,,,,,engineering_india,Karur,Private
Jayaraj Annapackiam Csi Polytechnic College,Tamil Nadu,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering",84000,,,,,engineering_india,Nazareth,Private
Jeeva'S Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Tool and Die, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",65100,,,,,engineering_india,Othakalmandapam,Private
Cape Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",60000,,,,,engineering_india,Aralvaimozhi,Private
Nanjappa Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electronics and Communication Engineering, Diploma in Textile Technology Sandwich",90000,,,,,engineering_india,Karumathampatti,Private
Npa Centenary Polytechnic College,Tamil Nadu,"Diploma in Automobile Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering",26400,,,,,engineering_india,Kotagiri,Private
Subramanian Polytechnic College,Tamil Nadu,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electronics and Communication Engineering, Diploma in Computer Engineering, Diploma in Textile Technology Sandwich",82000,,,,,engineering_india,Rayavaram,Private
Mother Terasa Polytechnic College,Tamil Nadu,"Diploma in Civil Engineering, Diploma in Mechanical Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",51000,,,,,engineering_india,Veerapatti,Private
Rv Reha Polytechnic College,Tamil Nadu,"Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering",45000,,,,,engineering_india,Reddiyapatti,Private
Girivaasan Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Science and Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",90000,,,,,engineering_india,Selliyampatti,Private
Senthur Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",75000,,,,,engineering_india,Savakkattupalayam,Private
St Judes Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Computer Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Electronics and Communication Engineering",64300,,,,,engineering_india,Kanyakumari,Private
Ayyappa Polytechnic College,Tamil Nadu,"Diploma in Mechanical Engineering, Diploma in Mechanical Engineering II Shift, Diploma in Automobile Engineering, Diploma in Electrical and Electronics Engineering, Diploma in Mechatronics Engineering, Diploma in Civil Engineering",90000,,,,,engineering_india,Koothakudi,Private
Haji Sheik Ismail Polytechnic College,Tamil Nadu,"Diploma in Electrical and Electronics Engineering, Diploma in Mechanical Engineering, Diploma in Automobile Engineering, Diploma in Civil Engineering, Diploma in Electronics and Communication Engineering",36000,,,,,engineering_india,Esanur,Private
